token,timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,acceleration_x,acceleration_y,acceleration_z,angular_rate_x,angular_rate_y,angular_rate_z,epsg,log_token
b'4=\xb9\x9f\x04\x8fR:',1633942870393313,365295.12262343056,144141.31778935713,20.97764004890655,0.956653493224092,-0.03966357941318994,-0.03015169499729724,0.28693513144797345,0.7079476545812324,0.0006570683539488715,-0.010609295631172137,0.9151280233121729,-0.05232159664294122,0.01709968775902159,-0.0029969123719001756,-0.005158589356839722,-0.043816700094849455,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xdc\xd1d2\xacfSq',1633942870402981,365295.1300503384,144141.32301867037,20.977770812709796,0.9567052543348094,-0.039760915400568295,-0.029907749682576118,0.286774567288665,0.7232020322119153,0.0012377278948560325,-0.010025809267804487,0.873675517486889,-0.017804348845914947,0.03757397156129026,-0.0024390164773872266,-0.004628798441794445,-0.04518994581584444,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
"b'""\x17V\xd7\xa0w]c'",1633942870413629,365295.1363444998,144141.3271635214,20.97792584773928,0.9567745697270419,-0.03975516523691423,-0.029941746478965685,0.2865404707513567,0.7326108074339389,0.0012275498350808162,-0.010261727360076738,0.9172513511749346,-0.03560272860873682,-0.019785326101899217,-0.0026597558865347056,-0.004391086058996913,-0.04778109606925815,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'#\xdf\x08\x9e\x01\xd3T7',1633942870423034,365295.1440023426,144141.33248224118,20.976401974592658,0.9568404672887596,-0.03985055405265392,-0.02969112190345368,0.2863331814171023,0.7482137836169724,0.0016545196576486574,-0.010385099533928048,0.9164720237218044,-0.03562689151857229,-0.019214883007156937,-0.0026597558865347056,-0.004391086058996913,-0.04778109606925815,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x01\xa6Q\x93\x92\x07UF',1633942870433582,365295.1505453464,144141.33678072155,20.976566424132546,0.956911665599912,-0.03984680676098826,-0.029728936238927778,0.2860917450396925,0.75752877982182,0.0013751519196996782,-0.009979250691307034,0.9041601100754164,-0.0638815760759309,0.043089587527832554,-0.003276573464400254,-0.004903170502275927,-0.04904437714202354,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x87\xd3\x06~\xd0\xe2Ua',1633942870442856,365295.15636349854,144141.3406092706,20.97671356025693,0.9569751154129648,-0.03983840767623038,-0.029757612273331423,0.28587762113526033,0.7658215440187189,0.00160734044398175,-0.009968377694837178,0.9142172999643153,-0.01189745101255293,0.004441149231790668,-0.0019240889189457086,-0.004226928229548654,-0.04944318668747809,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xee\x97\x03V\xd7\xb2X~',1633942870453514,365295.16539581836,144141.34668691683,20.976853690923853,0.9570504354988596,-0.03992218604165141,-0.029497283016261797,0.28564067159240053,0.7832085935920873,0.0017049155338013907,-0.009644921740899808,0.9360015366735825,-0.04862494673940586,0.012991931878941765,-0.0012946634189457088,-0.005085235729548654,-0.05005353868747808,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'M\xe4\x96O\x17eU\xd3',1633942870463026,365295.17245923216,144141.35132964386,20.977047880331938,0.9571166251923163,-0.03996805995260324,-0.029339747875487338,0.2854286235798698,0.7965119878169297,0.0016041058441028495,-0.009276123447531905,0.9412097063427642,-0.04856614619427423,0.0126084544867969,-0.0012946706211806843,-0.00508453450069034,-0.05005349102774123,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xe1\x8bV\xa4z\xf7]w',1633942870472840,365295.18048414687,144141.35680916088,20.97548636425502,0.9571980182914729,-0.03999953386723608,-0.02924340361550868,0.28516103242599894,0.8090050971179026,0.0018727728112765169,-0.009023055072857927,0.9317813919761926,-0.05307430055957753,0.05814191604649398,-0.0004935785807767104,-0.004225780428541584,-0.051898810886737055,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
"b'\xb5d""\xb5\x1f\xe2R;'",1633942870483275,365295.1875069686,144141.36141989563,20.975671785824428,0.9572752212192851,-0.0399805319874064,-0.029271509496299284,0.2849015384889679,0.8185343458620282,0.0013992712621711818,-0.009049422523017697,0.9304410856716381,-0.0891933889967515,0.0005374724747799625,-1.6760221421425895e-05,-0.0037804289707832972,-0.05313071071329621,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xf9m@\xe5E\xd5[\xbf',1633942870493496,365295.19536334637,144141.36656501074,20.975888961953938,0.9573508753600328,-0.04000509212031654,-0.029117677297606157,0.2846595421211387,0.8327167312905238,0.000788690889434071,-0.009004401657953232,0.9745928629677864,-0.09854300883432093,-0.020432089779264445,0.002081324778578574,-0.00479768230411663,-0.052685662379962875,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'<\xf4\x8asn=\\J',1633942870503005,365295.20427687734,144141.3726049787,20.97600612923982,0.9574137172686664,-0.0400858453538154,-0.028848278306895958,0.2844641907636036,0.8492576956661861,0.0006590497253749247,-0.008656861698522367,0.9419559039619041,-0.08641944397552775,0.017314583762376407,0.0006826107544132497,-0.0040343129506571615,-0.054974442666830305,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
"b'\xfc\xcbU""\xe5\xa7^\xa9'",1633942870513371,365295.2115960747,144141.37738821103,20.97619894014273,0.9574951453049432,-0.040061768495387916,-0.028870378157532444,0.2841911375949798,0.858584749237961,0.00029200275365531174,-0.008911550412430455,0.9171627509793822,-0.08386159258793732,-0.02258304078400817,0.001191226521211867,-0.002825627348066942,-0.056309454551082765,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
"b""c=>\r\xd3\xfdT'""",1633942870522715,365295.22073014645,144141.3835761748,20.974669127987532,0.9575628784308727,-0.04014272305668467,-0.028593840112049736,0.28397937943523743,0.8748593355600314,0.00027497709332434134,-0.009105428659516756,0.9164504304021898,-0.08431823708567485,-0.02202727224160824,0.001191226521211867,-0.002825627348066942,-0.056309454551082765,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'7D\xbf\x06\x07D]I',1633942870533121,365295.22829467774,144141.38849363683,20.974867842581613,0.9576466248651682,-0.0401220020253172,-0.028621488250468872,0.283696981387114,0.8844146388152102,-0.0004224486042763518,-0.008911344646958478,0.9383064761792569,-0.11930485684819288,0.022258469600205846,0.00019303412480069768,-0.0035942234542744207,-0.05812133456727463,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'*\xfa0\xad%\xf5X\xce',1633942870543375,365295.2366524107,144141.39393759123,20.975093915826026,0.9577306944167456,-0.040147744509652646,-0.028480288753638748,0.28342362063758064,0.8974808828845576,-0.0005978155411820569,-0.00839140343789696,0.8961116321745568,-0.07165587810373172,0.027223711582508803,0.0015091056248006977,-0.003937546454274421,-0.05897964206727462,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x91\x0e9\x19SZP>',1633942870553062,365295.24537974334,144141.4000588734,20.97518272941541,0.9578208495916584,-0.04017557531276907,-0.028378935074772193,0.2831250241144778,0.9098517545492215,-0.0003419698491543047,-0.008826040256741007,0.9203690061291029,-0.0999891296836477,-0.04172391908840881,0.002481857115607494,-0.002735519362183553,-0.060009574543576805,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'}\xc6]\x90H\xf2Yt',1633942870562710,365295.2534213464,144141.405283776,20.975403183333874,0.9579042701075419,-0.04019502109118653,-0.028251775557234834,0.28285262375852227,0.9223210259400714,-0.0006657916358576797,-0.008463633479163006,0.9210642133309248,-0.09273765610282092,0.012595581415681463,0.001985905919419661,-0.004985892739338878,-0.06260363351967532,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
"b""&&\xbd\xe5\x08?\\'""",1633942870573431,365295.2634277233,144141.41205452714,20.973872804514684,0.958010899359438,-0.04021454372188443,-0.02815184220592793,0.2824984618757667,0.9359926485218312,-0.0005145714885992222,-0.008645215037400893,0.9232049687732671,-0.09310520442868886,0.012444790741295425,0.0019859095638783903,-0.004985522296383075,-0.06260359941276955,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'v\xdf\xbf\xfb\xd6\x8bU!',1633942870583045,365295.2717832359,144141.41746893313,20.974083006331522,0.9580935052058538,-0.040256766263436425,-0.027994097020107724,0.282227848704554,0.9487963495490407,-0.0008308264280069057,-0.008236589837672871,0.8959195446358796,-0.09935608503937374,0.014902432906228072,-0.00027114534072075975,-0.0026963759031740984,-0.062285799064027696,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'p\xb1\x07\x83\xc0aZ\x15',1633942870593379,365295.2799343037,144141.4227294977,20.974299773911408,0.9581854345794915,-0.040223719379858476,-0.02801535775907179,0.2819181886444947,0.957705599628514,-0.0014005418402468612,-0.008298226056873075,0.8804986839507596,-0.11711161265670668,-0.003344888874460668,0.002717036349847919,-0.0028231060656636496,-0.06419310987889883,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
"b""HA\xe4\x95\xdb'Zs""",1633942870602602,365295.2881202044,144141.42802090105,20.974511993399044,0.9582677372713153,-0.04024676544255068,-0.02787152686094146,0.28164928469066935,0.969637451781721,-0.0018595397818166478,-0.008066035215228029,0.8797139660691048,-0.11767625914117227,-0.0030727519803313286,0.002717036349847919,-0.0028231060656636496,-0.06419310987889883,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x12\x19\xe7y\xeb\x0c^U',1633942870613083,365295.2987382445,144141.4348045822,20.974612077767922,0.9583516716597175,-0.04025754231981959,-0.027754836209007636,0.28137354669620995,0.9829707891515482,-0.0020883459643864775,-0.008335997855389517,0.8738133004615232,-0.0772514845347702,-0.013349722500797509,0.0023355678732075585,-0.003204191680495627,-0.06552821957004734,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xa6\xa6\xa1\xcc\xb8eZ*',1633942870623566,365295.31044199667,144141.44238869945,20.973079648425095,0.9584706937555038,-0.040329878263461516,-0.027472430890950188,0.28098522322720065,1.0001935239193473,-0.0018435410146712952,-0.007934700212210766,0.8508309685817182,-0.07617789867275407,0.04584892041002807,0.0011275902654363733,-0.003712492085251313,-0.06781693037013695,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xbc=\xad\x04\xb0BY\x00',1633942870632992,365295.3182819983,144141.44740488578,20.973287959189797,0.9585590426444872,-0.04030950566234003,-0.027488948609615937,0.2806849893066601,1.0082260343644274,-0.0018364191641154224,-0.007873155856336748,0.8703401696389357,-0.06723637822153608,0.00818763838660442,0.0007461189583078084,-0.0014547198521618389,-0.06803956353702004,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'c\xc9fs\xc1\xf0Z\xda',1633942870643316,365295.32756222674,144141.45336816923,20.97354486664855,0.9586585535784647,-0.040332894205394494,-0.02738990856650376,0.2803512586106594,1.020287809378698,-0.0016041750171130668,-0.007974481359962197,0.8946544000366653,-0.05837458736094008,-0.03568392323748074,-0.0002075560416921916,-0.0025037623521618393,-0.07042375103702003,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xac\x18\xe1}\x95\xe8Z\xc5',1633942870652974,365295.3382584635,144141.4601507067,20.973605553321953,0.9587705446796532,-0.04035691077297996,-0.027247240163275933,0.27997848187142493,1.0336406310150215,-0.0013859650332073052,-0.008092909681478418,0.880296329883518,-0.05950149778367033,0.0004991041182055497,0.000832811908314581,-0.0031276913768922845,-0.07156813409592211,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xfao\xed\x84\xc5h^\x05',1633942870663487,365295.3480518405,144141.46641945196,20.973852271095716,0.9588764324777874,-0.0403795389831502,-0.02710871685679761,0.27962581701366107,1.046112170374239,-0.001207134305449776,-0.007428629751665344,0.8582360191946594,-0.06280409387141364,0.03766732267658188,0.0015090649813335466,-2.351553848721181e-05,-0.0731894969549276,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x9fWW|t\xb0P\x0e',1633942870673251,365295.3589733987,144141.47345872506,20.97224909508417,0.9589839783730567,-0.04041386150389595,-0.02696454156737806,0.27926575608224824,1.0591512223747284,-0.00037601001037742025,-0.008028478671082792,0.8454945720395267,-0.012980512416621133,-0.02920015903540437,-4.406005367210892e-05,-0.0011948201366018658,-0.07426575490437098,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xfa6\x8c!\xe4}]\xb3',1633942870682681,365295.3680231616,144141.47923342034,20.97247908656832,0.9590801567945415,-0.04044008914545486,-0.026842023850716455,0.2789432877637731,1.0704036216251611,0.0002476647922377705,-0.008015975645281555,0.8480524850536308,-0.013277438518407823,-0.02934117992449209,-4.405968685482599e-05,-0.001194434405741141,-0.07426579854913935,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'q\x17\xd7\x97)iQ\xf1',1633942870693168,365295.37731252826,144141.485142107,20.972717035860995,0.959188643864599,-0.04042115034290269,-0.026864473832117063,0.27857059452115834,1.0796365142099897,0.0005107880513032467,-0.007940423470335842,0.9058729472087248,-0.05590196620844988,0.009267622164593991,-0.0004156160933905292,-0.001669703796459853,-0.07635394498884743,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'f\x1ar\xceL\x9f\\\xc8',1633942870703628,365295.3867008627,144141.49110766457,20.972950779423247,0.9593012596895926,-0.04040357446274795,-0.026883361693716714,0.27818326547914213,1.0885885470214967,0.0010152986426975696,-0.008708716680137379,0.8761945194112422,-0.036017394781428985,-0.07427451106417245,-0.000589011547935984,-0.0007853869782780352,-0.0791022629433929,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
"b""\xb7\xc1\xdc\xf0k'^\xb9""",1633942870713101,365295.3985395229,144141.49889751308,20.97302334145202,0.9593782436552779,-0.040479900303623924,-0.026605590053825828,0.2779332758958717,1.1055623197129303,0.001797814605115819,-0.008390027030967431,0.9258808620377948,-0.01643193478208897,0.009243727135478417,0.0015090734520640163,0.0003590230217219649,-0.0790068954433929,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xc5;v\xda\xa5\x04T\xbb',1633942870722705,365295.4107020231,144141.50686672737,20.97142101380588,0.9594899977760152,-0.040562045493050494,-0.026326593269510656,0.2775618401726434,1.122746679654074,0.0024656398560328045,-0.008819613997082896,0.926669482771482,-0.059427003866312306,-0.04680247760614628,-0.00042211805786724916,-0.0012138675942829538,-0.08029410076311976,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'o\x8f\x91\xb8\xf1\x9f]\r',1633942870733164,365295.4205184569,144141.51308714555,20.971652644077075,0.9596079571237851,-0.04055325325513018,-0.02634829533421874,0.2771529714943031,1.132474254485119,0.003070781203630957,-0.009039540358360635,0.9481470074560245,-0.03428634151345716,-0.020650737005643252,-0.0024963621136762254,-0.0006409538221066656,-0.08301208092025064,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xbb\x1e\xd3\xb9/\xa2Ug',1633942870743418,365295.4307482974,144141.51954477569,20.97193626903392,0.9597241578329396,-0.040559866365132986,-0.026264097600642498,0.2767573581488327,1.1437434060130838,0.0037236963806536014,-0.0096406084019293,0.8820701720738813,-0.01633097735434348,-0.09311268839886579,-0.00020754211367622535,-0.00021180007210666572,-0.08301208092025066,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xd4xz=\xe2\xa7Y\xd1',1633942870753072,365295.4424417367,144141.52725458355,20.971957813839534,0.9598243758825801,-0.04061886138420641,-0.026127542030763763,0.27641386924121036,1.157687352922466,0.004401043282000537,-0.010202043511869454,0.925638234854446,-0.0662803460063911,-0.053629825322799675,-0.0035771766729579277,-0.001101664951494954,-0.08669960284158917,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x0f\xa9\xba&\xf0nX\x13',1633942870762648,365295.452276498,144141.5334419033,20.972212476006693,0.959936891623661,-0.04065518844194127,-0.0260272892698365,0.27602699137207265,1.169710755851585,0.00487117342835201,-0.010317433258883558,0.9755899357266795,-0.04289005189070326,-0.05206151471477852,-0.0047851810029389,-0.0002827114771228953,-0.08766111254733953,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\\/\x17\xe2\x0b\xdb\\d',1633942870773389,365295.4655287187,144141.54198282925,20.970569113715303,0.9600701741858668,-0.04071025883690811,-0.02587935757716251,0.27556885585193525,1.185149235647548,0.005976766223478562,-0.011305150991983808,0.9406608407376811,-0.031199516300998417,-0.06398554632699266,-0.0035453892745051503,-0.0013553113293143639,-0.08949691077248394,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x9a5\x01\x92\x90]^\x90',1633942870782841,365295.47529141104,144141.54809539297,20.970858446189965,0.9601842536707175,-0.04071310464391044,-0.025825899820443355,0.2751756984392442,1.1958682158903897,0.0062934950568928425,-0.010364673204100373,0.9646315191102739,-0.04992998736709275,0.06460382976773102,-0.0019241457113856322,-0.0013548906160490413,-0.08930618950786644,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\xad\xae;\xe9\x9dUWR',1633942870793335,365295.48573982477,144141.55467489615,20.971076423438877,0.9603115492929611,-0.0407099353786312,-0.025854569917754554,0.2747289039587724,1.2056712818172923,0.006873511452182064,-0.011146765323781584,0.9581308315823429,-0.05206425231346621,-0.07478701249391287,-0.004160924571539517,-0.001302698004549605,-0.09081471383501455,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b'\x8bS\x06^\xca\x08P\xfb',1633942870802870,365295.4979790032,144141.56257417393,20.971070665807968,0.9604258949242033,-0.040768742587581196,-0.02571173293633046,0.2743335866719233,1.2197904980209318,0.007553912146542952,-0.011812761578327627,0.9393209915041424,-0.07049666409450847,-0.06604410338739708,-0.004403678207903153,-0.0004964091409132415,-0.09302550588046912,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
"b""o\x0c\xf8\x88I'P\x12""",1633942870813360,365295.50894205004,144141.56944866158,20.971415326169133,0.960555432387363,-0.04077601476574846,-0.025690251680215253,0.27388061066741637,1.2304791783036297,0.007779891035721946,-0.012693701200376838,0.9263020612065883,-0.08327283904044142,-0.12621861195745318,-0.003640743791691115,-0.001354321945429312,-0.0921671470707435,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
b';\xf3\xdc\x9d\xeb9R$',1633942870822985,365295.5217796908,144141.5779787407,20.96985495224629,0.9606577883334934,-0.040857863120188034,-0.025481948722331723,0.2735286438835347,1.2465522329075431,0.00865924789829291,-0.012828681181274993,0.9521573224707265,-0.07252163628070712,-0.02899548201671797,-0.0028539539890554775,-0.0016403084135297441,-0.0941698539112228,32648,b'\xcc\xe3\xe9\x8b4\x9cX7'
